Source,Target, Weight
transmission power,wireless sensor networks,345
transmission power,numerical results,271
transmission power,wireless networks,163
transmission power,resource allocation,219
transmission power,cognitive radio,253
call admission control cac,call admission control,244
linear matrix inequality lmi,sufficient conditions,188
linear matrix inequality lmi,sufficient condition,156
support vectors,support vector machine,301
schrdinger equation,schrodinger equation,162
mobile ad hoc networks manets,ad hoc,799
frequent patterns,frequent pattern mining,220
dynamic time warping dtw,time series,177
dynamic time warping dtw,dynamic time warping,157
outage performance,outage probability,469
outage performance,numerical results,157
optimal power allocation,power allocation,651
detection algorithms,detection algorithm,189
transmission range,ad hoc,357
network processor,network processors,151
computer game,computer games,227
particle swarm optimization,search space,160
particle swarm optimization,optimization algorithm,191
particle swarm optimization,benchmark problems,161
particle swarm optimization,global search,158
particle swarm optimization,premature convergence,226
particle swarm optimization,optimal solution,175
false positive rate,detection rate,190
web ontology language,semantic web,218
power control algorithm,power control,273
computer science cs,computer science,189
face representation,face recognition,194
face database,face recognition,460
face database,face images,168
route discovery,ad hoc,391
route discovery,routing protocol,335
feature models,feature model,198
benchmark instances,computational results,191
control charts,control chart,259
kernel function,support vector machine,270
kernel function,feature space,161
question answering qa,question answering,202
time series data,time series,969
face detector,face detection,190
video streaming,video quality,346
video streaming,quality of experience qoe,211
feature subsets,feature selection,370
ldpc codes,belief propagation,168
power grid,power grids,256
power grid,renewable energy,168
power grid,smart grid,541
power grid,power system,228
sum rate,base station,182
sum rate,power allocation,175
sum rate,numerical results,185
sum rate,resource allocation,158
malicious nodes,ad hoc,228
product line engineering,product line,172
scalable video coding,scalable video coding svc,165
multiple antennas,base station,202
lyapunov functions,lyapunov function,289
achievable rate,numerical results,228
achievable rate,achievable rates,152
distributed power control,power control,171
mode decision,computational complexity,159
node mobility,routing protocol,168
node mobility,ad hoc,458
tuning range,phase noise,259
memetic algorithm,memetic algorithms,151
pattern mining,data mining,239
link quality,wireless sensor networks,185
residual energy,network lifetime,380
latent dirichlet allocation,topic model,156
image search,image retrieval,186
reducing power consumption,power consumption,192
channel state information csi,transmit power,162
channel state information csi,base station,289
channel state information csi,outage probability,152
channel state information csi,numerical results,276
channel state information csi,limited feedback,161
channel state information csi,power allocation,192
limited energy,wireless sensor networks,358
limited energy,network lifetime,178
receive antennas,number of transmit antennas,200
activity recognition,human activity recognition,247
hand gesture recognition,hand gestures,179
based face recognition,face recognition,241
cyclic prefix cp,orthogonal frequency division multiplexing,163
feret database,face recognition,166
robust face recognition,face recognition,272
finite element method fem,finite element,156
computer science education,computer science,303
high spatial resolution,remote sensing,167
high spatial resolution,spatial resolution,175
reduce energy consumption,wireless sensor networks,209
fixed infrastructure,ad hoc,194
ldpc code,ldpc codes,301
discontinuous galerkin,finite element,189
remotely sensed data,remote sensing,193
gene regulatory network,gene expression,158
gene regulatory network,gene regulatory networks,189
pso algorithm,particle swarm optimization pso,377
pso algorithm,particle swarm optimization,496
pso algorithm,particle swarm optimization pso algorithm,214
transmit powers,transmit power,153
node density,ad hoc,186
node density,wireless sensor networks,173
pose variations,face recognition,154
resource provisioning,cloud computing,245
path planning algorithm,path planning,193
time series forecasting,time series,298
conditional random fields,conditional random fields crfs,163
process variation,process variations,229
critical infrastructures,critical infrastructure,153
bloom filters,bloom filter,304
random forests,random forest,245
data centers,cloud computing,296
energy harvesting,wireless sensor networks,197
energy harvesting,harvested energy,167
traffic lights,traffic light,167
action recognition,human action recognition,230
tone mapping,dynamic range,201
delivery ratio,routing protocol,187
ddos attack,ddos attacks,164
wiley periodicals inc syst comp jpn,published online in wiley interscience wwwintersciencewileycom,217
big data,large datasets,160
big data,machine learning,551
papr reduction,orthogonal frequency division multiplexing,360
papr reduction,computational complexity,166
degrees of freedom dof,degrees of freedom,203
viral marketing,social networks,165
finite element analysis,finite element,181
business processes,business process,595
interference channel,interference alignment,159
interference channel,interference channels,154
sentiment analysis,sentiment classification,180
web service discovery,web service,192
mobile phone,mobile phones,699
statistical machine translation smt,statistical machine translation,168
control system,control systems,677
control system,control performance,190
proposed framework,feature extraction,153
proposed framework,cloud computing,170
features extracted,feature extraction,287
features extracted,support vector machine,167
classification results,feature selection,190
classification results,feature extraction,189
classification results,classification accuracy,166
classification results,support vector machine,251
classification results,machine learning,170
particle swarm optimization pso algorithm,particle swarm optimization,327
model checking,formal verification,228
model checking,state space,277
model checking,model checker,416
wireless sensor networks wsns,routing protocol,330
wireless sensor networks wsns,base station,317
wireless sensor networks wsns,wireless sensor networks,3571
wireless sensor networks wsns,power consumption,218
wireless sensor networks wsns,wireless sensor network,434
wireless sensor networks wsns,network lifetime,718
wireless sensor networks wsns,data aggregation,258
wireless sensor networks wsns,residual energy,162
wireless sensor networks wsns,extensive simulations,219
wireless sensor networks wsns,network performance,155
wireless sensor networks wsns,theoretical analysis,153
network coding,intermediate nodes,176
a machine learning approach,machine learning,248
guest editorial,special issue,236
time slots,time slot,213
radio frequency identification,rfid tag,150
second life,virtual worlds,268
extracted features,feature extraction,404
transfer learning,machine learning,151
social media,social networks,725
social media,real time,154
social media,sentiment analysis,420
social media,big data,292
empirical mode decomposition,empirical mode decomposition emd,212
cloud computing,sensitive data,209
cloud computing,access control,317
cloud computing,resource utilization,333
cloud computing,web service,160
cloud computing,big data,701
opinion mining,sentiment analysis,195
wireless sensor network wsn,wireless sensor networks,1030
wireless sensor network wsn,network lifetime,246
process mining,process models,211
process mining,process model,152
process mining,event logs,273
game theory,nash equilibrium,362
data envelopment analysis,data envelopment analysis dea,220
in vivo,in vitro,426
gene regulation,gene expression,176
virtual machine vm,virtual machine,218
virtual machine vm,cloud computing,190
extreme learning machine elm,extreme learning machine,431
labeled samples,unlabeled samples,156
semantic gap,image retrieval,184
carrier sense,multiple access with collision avoidance csmaca,185
total energy consumption,wireless sensor networks,158
relay selection,outage probability,331
relay selection,numerical results,190
relay selection,relay nodes,180
software product line,product line,269
software product line,software product lines,181
business intelligence bi,business intelligence,246
packet delivery ratio,ad hoc,287
packet delivery ratio,wireless sensor networks,172
query image,image retrieval,244
cognitive radio cr,primary users,288
cognitive radio cr,primary user,231
cognitive radio cr,primary user pu,276
cognitive radio cr,cognitive radio,1536
cognitive radio cr,secondary users sus,265
cognitive radio cr,transmit power,161
cognitive radio cr,primary users pus,253
cognitive radio cr,numerical results,238
cognitive radio cr,power allocation,168
primary users,primary user,423
primary users,cognitive radio,1350
primary users,numerical results,245
amazon ec2,cloud computing,273
model checker,formal verification,193
localization algorithms,localization algorithm,154
localization algorithms,wireless sensor networks,152
data envelopment analysis dea,decision making,260
mobile ad hoc networks,ad hoc,534
support vector regression svr,support vector regression,364
gaussian process gp,gaussian process,169
online social networks,social networks,680
online social networks,online social networks osns,268
online social networks,social media,193
shortest path problem,shortest path,180
empirical mode decomposition emd,intrinsic mode functions imfs,186
convolutional neural network,deep learning,165
true positive rate,false positive rate,163
ann model,artificial neural network,158
ann model,artificial neural network ann,234
wireless mesh networks,wireless mesh network,329
serious game,serious games,380
using particle swarm optimization,particle swarm optimization,184
randomly deployed,wireless sensor networks,166
convolutional neural networks,deep learning,174
topic model,topic modeling,185
topic model,topic models,287
wireless mesh networks wmns,wireless mesh networks,617
networked control systems ncss,networked control systems,168
nonnegative matrix factorization nmf,nonnegative matrix factorization,337
face recognition algorithm,face recognition,150
opportunistic spectrum access,cognitive radio,243
social graph,social networks,177
terms of linear matrix inequalities lmis,numerical examples,167
based feature selection,feature selection,214
metric learning,distance metric,152
dynamic spectrum access,cognitive radio,403
scientific workflow,scientific workflows,299
multiple sclerosis ms,multiple sclerosis,150
face recognition algorithms,face recognition,195
monte carlo simulations,monte carlo,150
wireless mesh network wmn,wireless mesh networks,152
primary network,cognitive radio,295
relay node,relay nodes,308
relay node,source node,166
nand flash memory,flash memory,203
orthogonal frequency division multiple access ofdma,resource allocation,346
cell cycle,gene expression,152
nand flash,nand flash memory,176
satellite imagery,remote sensing,175
detect anomalies,anomaly detection,191
fused image,image fusion,247
standard pso,particle swarm optimization,159
computational thinking,computer science,159
physical machine,virtual machines,164
mobile sink,wireless sensor networks,239
primary user pu,cognitive radio,609
primary user pu,secondary users sus,183
primary user pu,secondary user su,368
compressive sensing cs,compressive sensing,527
interference alignment,degrees of freedom dof,154
interference alignment,degrees of freedom,226
interference alignment,interference alignment ia,333
measurement matrix,compressed sensing,154
user experience ux,user experience,186
node localization,wireless sensor networks,154
discontinuous galerkin dg,discontinuous galerkin,188
smart grid,demand response,349
smart grid,power system,384
smart grid,power systems,207
vehicular ad hoc networks,vehicular ad hoc networks vanets,328
equal power allocation,power allocation,156
resting state,functional connectivity,168
network coded,network coding,185
harmful interference,cognitive radio,178
programming languages,programming language,230
delay tolerant networks,delay tolerant networks dtns,172
saliency detection,saliency map,180
uplink ul,downlink dl,181
imperfect csi,imperfect channel state information csi,193
primary receiver,cognitive radio,226
smart meter,smart grid,184
topic modeling,topic models,186
information supplementary data,gene expression,179
primary users pus,cognitive radio,657
primary users pus,secondary users sus,569
compressed sensing cs,compressed sensing,529
cloud storage,cloud computing,214
relay network,relay networks,152
data gathering,wireless sensor networks,190
proposed model,mathematical model,153
internet of things,internet of things iot,457
source domain,domain adaptation,166
big data analytics,big data,163
differential evolution de,differential evolution,423
power system,renewable energy,163
smart grids,smart grid,630
service iaas,cloud computing,265
cloud service,cloud computing,558
demand response dr,demand response,173
differential privacy,differentially private,286
mobile apps,mobile app,165
cognitive radio networks crns,cognitive radio,450
cognitive radio networks crns,secondary users sus,185
deep neural networks,deep learning,223
deep neural networks,deep neural network,175
cognitive radio network crn,cognitive radio,152
smart homes,smart home,165
high efficiency video coding,video coding,175
high efficiency video coding,computational complexity,191
physical machines,virtual machines,157
influence maximization,social networks,196
sensing performance,cognitive radio,204
small cells,small cell,387
massive mimo,base station,372
massive mimo,spectral efficiency,158
d2d communications,cellular networks,154
spatial modulation,spatial modulation sm,203
