,ID,Label,Count,Year Range
29815,commonsense reasoning (1995-1999),commonsense reasoning (1995-1999),30,1995-1999
29816,dependable systems (1995-1999),dependable systems (1995-1999),30,1995-1999
29817,automated tools (1995-1999),automated tools (1995-1999),30,1995-1999
29818,concept hierarchies (1995-1999),concept hierarchies (1995-1999),30,1995-1999
29819,partially observable (1995-1999),partially observable (1995-1999),30,1995-1999
29820,trained neural networks (1995-1999),trained neural networks (1995-1999),30,1995-1999
29821,lanczos method (1995-1999),lanczos method (1995-1999),30,1995-1999
29822,automatic text (1995-1999),automatic text (1995-1999),30,1995-1999
29823,application developer (1995-1999),application developer (1995-1999),30,1995-1999
29824,visual stimuli (1995-1999),visual stimuli (1995-1999),30,1995-1999
29825,perfect matchings (1995-1999),perfect matchings (1995-1999),30,1995-1999
29826,weight space (1995-1999),weight space (1995-1999),30,1995-1999
29827,spreading sequences (1995-1999),spreading sequences (1995-1999),30,1995-1999
29828,signature file (1995-1999),signature file (1995-1999),30,1995-1999
29829,initial weights (1995-1999),initial weights (1995-1999),30,1995-1999
29830,total weight (1995-1999),total weight (1995-1999),30,1995-1999
29831,output buffer (1995-1999),output buffer (1995-1999),30,1995-1999
29832,distributed file systems (1995-1999),distributed file systems (1995-1999),30,1995-1999
29833,functional dependency (1995-1999),functional dependency (1995-1999),30,1995-1999
29834,neural systems (1995-1999),neural systems (1995-1999),30,1995-1999
29835,detection probability (1995-1999),detection probability (1995-1999),30,1995-1999
29836,iscas benchmark circuits (1995-1999),iscas benchmark circuits (1995-1999),30,1995-1999
29837,iscas85 benchmark circuits (1995-1999),iscas85 benchmark circuits (1995-1999),30,1995-1999
29838,bulk synchronous parallel (1995-1999),bulk synchronous parallel (1995-1999),30,1995-1999
29839,source location (1995-1999),source location (1995-1999),30,1995-1999
29840,excitation signal (1995-1999),excitation signal (1995-1999),30,1995-1999
29841,pattern generator (1995-1999),pattern generator (1995-1999),30,1995-1999
29842,virtual humans (1995-1999),virtual humans (1995-1999),30,1995-1999
29843,full abstraction (1995-1999),full abstraction (1995-1999),30,1995-1999
29844,document recognition (1995-1999),document recognition (1995-1999),30,1995-1999
29845,an agent based (1995-1999),an agent based (1995-1999),30,1995-1999
29846,american english (1995-1999),american english (1995-1999),30,1995-1999
29847,objective measures (1995-1999),objective measures (1995-1999),30,1995-1999
29848,identical machines (1995-1999),identical machines (1995-1999),30,1995-1999
29849,schur complement (1995-1999),schur complement (1995-1999),30,1995-1999
29850,decision processes (1995-1999),decision processes (1995-1999),30,1995-1999
29851,projection pursuit (1995-1999),projection pursuit (1995-1999),30,1995-1999
29852,cordic algorithm (1995-1999),cordic algorithm (1995-1999),30,1995-1999
29853,join operations (1995-1999),join operations (1995-1999),30,1995-1999
29854,optimal paths (1995-1999),optimal paths (1995-1999),30,1995-1999
29855,voice traffic (1995-1999),voice traffic (1995-1999),30,1995-1999
29856,static timing (1995-1999),static timing (1995-1999),30,1995-1999
29857,local area network lan (1995-1999),local area network lan (1995-1999),30,1995-1999
29858,connected planar (1995-1999),connected planar (1995-1999),30,1995-1999
29859,connection admission control cac (1995-1999),connection admission control cac (1995-1999),30,1995-1999
29860,parametric polymorphism (1995-1999),parametric polymorphism (1995-1999),30,1995-1999
29861,source traffic (1995-1999),source traffic (1995-1999),30,1995-1999
29862,an experience report (1995-1999),an experience report (1995-1999),30,1995-1999
29863,manipulator dynamics (1995-1999),manipulator dynamics (1995-1999),30,1995-1999
29864,object shapes (1995-1999),object shapes (1995-1999),30,1995-1999
29865,scene reconstruction (1995-1999),scene reconstruction (1995-1999),30,1995-1999
29866,distance matrix (1995-1999),distance matrix (1995-1999),30,1995-1999
29867,process calculus (1995-1999),process calculus (1995-1999),30,1995-1999
29868,asynchronous distributed systems (1995-1999),asynchronous distributed systems (1995-1999),30,1995-1999
29869,multiuser receiver (1995-1999),multiuser receiver (1995-1999),30,1995-1999
29870,queueing delay (1995-1999),queueing delay (1995-1999),30,1995-1999
29871,positive semidefinite (1995-1999),positive semidefinite (1995-1999),30,1995-1999
29872,polymorphic type (1995-1999),polymorphic type (1995-1999),30,1995-1999
29873,fuzzy integral (1995-1999),fuzzy integral (1995-1999),30,1995-1999
29874,consumer electronics (1995-1999),consumer electronics (1995-1999),30,1995-1999
29875,multiple cameras (1995-1999),multiple cameras (1995-1999),30,1995-1999
29876,flexible robot (1995-1999),flexible robot (1995-1999),30,1995-1999
29877,sign language (1995-1999),sign language (1995-1999),30,1995-1999
29878,segmentation procedure (1995-1999),segmentation procedure (1995-1999),30,1995-1999
29879,covering radius (1995-1999),covering radius (1995-1999),30,1995-1999
29880,multithreaded architectures (1995-1999),multithreaded architectures (1995-1999),30,1995-1999
29881,development team (1995-1999),development team (1995-1999),30,1995-1999
29882,uncertain data (1995-1999),uncertain data (1995-1999),30,1995-1999
29883,infinite impulse response iir (1995-1999),infinite impulse response iir (1995-1999),30,1995-1999
29884,declarative knowledge (1995-1999),declarative knowledge (1995-1999),30,1995-1999
29885,linear mixtures (1995-1999),linear mixtures (1995-1999),30,1995-1999
29886,switching element (1995-1999),switching element (1995-1999),30,1995-1999
29887,algebraic geometry (1995-1999),algebraic geometry (1995-1999),30,1995-1999
29888,feedback vertex set (1995-1999),feedback vertex set (1995-1999),30,1995-1999
29889,curve evolution (1995-1999),curve evolution (1995-1999),30,1995-1999
29890,joint detection (1995-1999),joint detection (1995-1999),30,1995-1999
29891,automatic face (1995-1999),automatic face (1995-1999),30,1995-1999
29892,dynamic scene (1995-1999),dynamic scene (1995-1999),30,1995-1999
29893,embedded cores (1995-1999),embedded cores (1995-1999),30,1995-1999
29894,olog log n (1995-1999),olog log n (1995-1999),30,1995-1999
29895,robust tracking (1995-1999),robust tracking (1995-1999),30,1995-1999
29896,competitive analysis (1995-1999),competitive analysis (1995-1999),30,1995-1999
29897,perfect graph (1995-1999),perfect graph (1995-1999),30,1995-1999
29898,orthogonal transforms (1995-1999),orthogonal transforms (1995-1999),30,1995-1999
29899,nonholonomic mobile (1995-1999),nonholonomic mobile (1995-1999),30,1995-1999
29900,adaptive resonance theory art (1995-1999),adaptive resonance theory art (1995-1999),30,1995-1999
29901,lossy compression (1995-1999),lossy compression (1995-1999),30,1995-1999
29902,biorthogonal wavelet (1995-1999),biorthogonal wavelet (1995-1999),30,1995-1999
29903,nonlinear prediction (1995-1999),nonlinear prediction (1995-1999),30,1995-1999
29904,speckle noise (1995-1999),speckle noise (1995-1999),30,1995-1999
29905,power converter (1995-1999),power converter (1995-1999),30,1995-1999
29906,stepwise refinement (1995-1999),stepwise refinement (1995-1999),30,1995-1999
29907,fault recovery (1995-1999),fault recovery (1995-1999),30,1995-1999
29908,usage parameter control (1995-1999),usage parameter control (1995-1999),30,1995-1999
29909,tracking controller (1995-1999),tracking controller (1995-1999),30,1995-1999
29910,miss rate (1995-1999),miss rate (1995-1999),30,1995-1999
29911,pmc free article (2000-2004),pmc free article (2000-2004),30,2000-2004
29912,recognition error (2000-2004),recognition error (2000-2004),30,2000-2004
29913,abductive logic programming (2000-2004),abductive logic programming (2000-2004),30,2000-2004
29914,disjunctive logic programming (2000-2004),disjunctive logic programming (2000-2004),30,2000-2004
29915,tracking of moving objects (2000-2004),tracking of moving objects (2000-2004),30,2000-2004
29916,true positive (2000-2004),true positive (2000-2004),30,2000-2004
29917,multiobjective evolutionary algorithms (2000-2004),multiobjective evolutionary algorithms (2000-2004),30,2000-2004
29918,inventory holding (2000-2004),inventory holding (2000-2004),30,2000-2004
29919,iscas85 benchmark circuits (2000-2004),iscas85 benchmark circuits (2000-2004),30,2000-2004
29920,transaction database (2000-2004),transaction database (2000-2004),30,2000-2004
29921,ranked lists (2000-2004),ranked lists (2000-2004),30,2000-2004
29922,parallel coordinates (2000-2004),parallel coordinates (2000-2004),30,2000-2004
29923,power spectrum density (2000-2004),power spectrum density (2000-2004),30,2000-2004
29924,input queued (2000-2004),input queued (2000-2004),30,2000-2004
29925,robust audio (2000-2004),robust audio (2000-2004),30,2000-2004
29926,structural risk minimization (2000-2004),structural risk minimization (2000-2004),30,2000-2004
29927,iterative learning control ilc (2000-2004),iterative learning control ilc (2000-2004),30,2000-2004
29928,continuous query (2000-2004),continuous query (2000-2004),30,2000-2004
29929,standard jpeg (2000-2004),standard jpeg (2000-2004),30,2000-2004
29930,visual servo control (2000-2004),visual servo control (2000-2004),30,2000-2004
29931,stochastic control problem (2000-2004),stochastic control problem (2000-2004),30,2000-2004
29932,organisational knowledge (2000-2004),organisational knowledge (2000-2004),30,2000-2004
29933,transition states (2000-2004),transition states (2000-2004),30,2000-2004
29934,sea surface temperature (2000-2004),sea surface temperature (2000-2004),30,2000-2004
29935,based collaborative filtering (2005-2009),based collaborative filtering (2005-2009),30,2005-2009
29936,segmentation of moving objects (2005-2009),segmentation of moving objects (2005-2009),30,2005-2009
29937,fuzzy logic based (2005-2009),fuzzy logic based (2005-2009),30,2005-2009
29938,secure data aggregation (2005-2009),secure data aggregation (2005-2009),30,2005-2009
29939,mined patterns (2005-2009),mined patterns (2005-2009),30,2005-2009
29940,program summary url (2005-2009),program summary url (2005-2009),30,2005-2009
29941,random linear network coding (2005-2009),random linear network coding (2005-2009),30,2005-2009
29942,presence of channel estimation errors (2005-2009),presence of channel estimation errors (2005-2009),30,2005-2009
29943,missing value imputation (2005-2009),missing value imputation (2005-2009),30,2005-2009
29944,selected mapping (2005-2009),selected mapping (2005-2009),30,2005-2009
29945,imperfect csit (2005-2009),imperfect csit (2005-2009),30,2005-2009
29946,suboptimal control (2005-2009),suboptimal control (2005-2009),30,2005-2009
29947,negative bias temperature instability (2005-2009),negative bias temperature instability (2005-2009),30,2005-2009
29948,image reconstruction algorithm (2005-2009),image reconstruction algorithm (2005-2009),30,2005-2009
29949,variational inclusions (2005-2009),variational inclusions (2005-2009),30,2005-2009
29950,selective mapping slm (2005-2009),selective mapping slm (2005-2009),30,2005-2009
29951,secondary user su (2005-2009),secondary user su (2005-2009),30,2005-2009
29952,terra modis (2005-2009),terra modis (2005-2009),30,2005-2009
29953,end user development (2010-2014),end user development (2010-2014),30,2010-2014
29954,uppaal model checker (2010-2014),uppaal model checker (2010-2014),30,2010-2014
29955,time series data mining (2010-2014),time series data mining (2010-2014),30,2010-2014
29956,retinal image analysis (2010-2014),retinal image analysis (2010-2014),30,2010-2014
29957,maximizing lifetime (2010-2014),maximizing lifetime (2010-2014),30,2010-2014
29958,knowledge management system kms (2010-2014),knowledge management system kms (2010-2014),30,2010-2014
29959,mlc nand flash (2010-2014),mlc nand flash (2010-2014),30,2010-2014
29960,public and private clouds (2010-2014),public and private clouds (2010-2014),30,2010-2014
29961,an augmented reality environment (2010-2014),an augmented reality environment (2010-2014),30,2010-2014
29962,offline password guessing (2010-2014),offline password guessing (2010-2014),30,2010-2014
29963,software fault localization (2010-2014),software fault localization (2010-2014),30,2010-2014
29964,wrapper feature selection (2010-2014),wrapper feature selection (2010-2014),30,2010-2014
29965,optimal social welfare (2010-2014),optimal social welfare (2010-2014),30,2010-2014
29966,global schema (2010-2014),global schema (2010-2014),30,2010-2014
29967,multiobjective optimization algorithm (2010-2014),multiobjective optimization algorithm (2010-2014),30,2010-2014
29968,mobile augmented reality mar (2010-2014),mobile augmented reality mar (2010-2014),30,2010-2014
29969,rule extraction algorithm (2010-2014),rule extraction algorithm (2010-2014),30,2010-2014
29970,preimage resistance (2010-2014),preimage resistance (2010-2014),30,2010-2014
29971,polynomial chaos expansion (2010-2014),polynomial chaos expansion (2010-2014),30,2010-2014
29972,cryptosystem ecc (2010-2014),cryptosystem ecc (2010-2014),30,2010-2014
29973,text candidates (2010-2014),text candidates (2010-2014),30,2010-2014
29974,rotation invariant texture (2010-2014),rotation invariant texture (2010-2014),30,2010-2014
29975,total chromatic number (2010-2014),total chromatic number (2010-2014),30,2010-2014
29976,compressed sparse row (2010-2014),compressed sparse row (2010-2014),30,2010-2014
29977,selected mapping (2010-2014),selected mapping (2010-2014),30,2010-2014
29978,massive mimo systems (2010-2014),massive mimo systems (2010-2014),30,2010-2014
29979,rate allocation algorithm (2010-2014),rate allocation algorithm (2010-2014),30,2010-2014
29980,key tree (2010-2014),key tree (2010-2014),30,2010-2014
29981,powered by renewable energy (2010-2014),powered by renewable energy (2010-2014),30,2010-2014
29982,common control channel ccc (2010-2014),common control channel ccc (2010-2014),30,2010-2014
29983,delay partitioning (2010-2014),delay partitioning (2010-2014),30,2010-2014
29984,semismooth newton method (2010-2014),semismooth newton method (2010-2014),30,2010-2014
29985,learned metric (2015-2017),learned metric (2015-2017),30,2015-2017
29986,map estimator (2015-2017),map estimator (2015-2017),30,2015-2017
29987,social medias (2015-2017),social medias (2015-2017),30,2015-2017
29988,enhanced thematic mapper plus (2015-2017),enhanced thematic mapper plus (2015-2017),30,2015-2017
29989,standard genetic algorithm (2015-2017),standard genetic algorithm (2015-2017),30,2015-2017
29990,multiple secondary users sus (2015-2017),multiple secondary users sus (2015-2017),30,2015-2017
29991,probabilistic topic models (2015-2017),probabilistic topic models (2015-2017),30,2015-2017
29992,movement disorders (2015-2017),movement disorders (2015-2017),30,2015-2017
29993,access privileges (2015-2017),access privileges (2015-2017),30,2015-2017
29994,feature relevance (2015-2017),feature relevance (2015-2017),30,2015-2017
29995,constant factor approximation algorithm (2015-2017),constant factor approximation algorithm (2015-2017),30,2015-2017
29996,based congestion control (2015-2017),based congestion control (2015-2017),30,2015-2017
29997,instantly decodable network coding (2015-2017),instantly decodable network coding (2015-2017),30,2015-2017
29998,sequential forward (2015-2017),sequential forward (2015-2017),30,2015-2017
29999,hesitant fuzzy linguistic term sets (2015-2017),hesitant fuzzy linguistic term sets (2015-2017),30,2015-2017
30000,autonomic nervous system ans (2015-2017),autonomic nervous system ans (2015-2017),30,2015-2017
30001,unit cu (2015-2017),unit cu (2015-2017),30,2015-2017
30002,coding tree unit (2015-2017),coding tree unit (2015-2017),30,2015-2017
30003,throughput tradeoff (2015-2017),throughput tradeoff (2015-2017),30,2015-2017
30004,full state feedback (2015-2017),full state feedback (2015-2017),30,2015-2017
30005,standard high efficiency video coding hevc (2015-2017),standard high efficiency video coding hevc (2015-2017),30,2015-2017
30006,smart object (2015-2017),smart object (2015-2017),30,2015-2017
30007,frequency division duplex fdd (2015-2017),frequency division duplex fdd (2015-2017),30,2015-2017
30008,primary user emulation (2015-2017),primary user emulation (2015-2017),30,2015-2017
30009,multiple social networks (2015-2017),multiple social networks (2015-2017),30,2015-2017
30010,remote radio head rrh (2015-2017),remote radio head rrh (2015-2017),30,2015-2017
30011,fractional power control (2015-2017),fractional power control (2015-2017),30,2015-2017
30012,uplink massive mimo (2015-2017),uplink massive mimo (2015-2017),30,2015-2017
30013,mixed delays (2015-2017),mixed delays (2015-2017),30,2015-2017
30014,efficient algorithm (1975-1979),efficient algorithm (1975-1979),29,1975-1979
30015,linear prediction (1975-1979),linear prediction (1975-1979),29,1975-1979
30016,normal form (1980-1984),normal form (1980-1984),29,1980-1984
30017,concurrent programs (1980-1984),concurrent programs (1980-1984),29,1980-1984
30018,real world (1980-1984),real world (1980-1984),29,1980-1984
30019,decision procedure (1980-1984),decision procedure (1980-1984),29,1980-1984
30020,decision support systems (1980-1984),decision support systems (1980-1984),29,1980-1984
30021,parallel algorithm (1980-1984),parallel algorithm (1980-1984),29,1980-1984
30022,signal processor (1980-1984),signal processor (1980-1984),29,1980-1984
30023,error correction (1980-1984),error correction (1980-1984),29,1980-1984
30024,sensitivity analysis (1980-1984),sensitivity analysis (1980-1984),29,1980-1984
30025,optimal solutions (1980-1984),optimal solutions (1980-1984),29,1980-1984
30026,finite state (1980-1984),finite state (1980-1984),29,1980-1984
30027,extended abstract (1980-1984),extended abstract (1980-1984),29,1980-1984
30028,positive integer (1980-1984),positive integer (1980-1984),29,1980-1984
30029,virtual memory (1980-1984),virtual memory (1980-1984),29,1980-1984
30030,decision rules (1985-1989),decision rules (1985-1989),29,1985-1989
30031,inductive inference (1985-1989),inductive inference (1985-1989),29,1985-1989
30032,qualitative reasoning (1985-1989),qualitative reasoning (1985-1989),29,1985-1989
30033,unlike previous (1985-1989),unlike previous (1985-1989),29,1985-1989
30034,concept learning (1985-1989),concept learning (1985-1989),29,1985-1989
30035,uniform distribution (1985-1989),uniform distribution (1985-1989),29,1985-1989
30036,optimization algorithms (1985-1989),optimization algorithms (1985-1989),29,1985-1989
30037,il est (1985-1989),il est (1985-1989),29,1985-1989
30038,singular value decomposition (1985-1989),singular value decomposition (1985-1989),29,1985-1989
30039,group decision support (1985-1989),group decision support (1985-1989),29,1985-1989
30040,comparative study (1985-1989),comparative study (1985-1989),29,1985-1989
30041,inductive learning (1985-1989),inductive learning (1985-1989),29,1985-1989
30042,cost functions (1985-1989),cost functions (1985-1989),29,1985-1989
30043,sorting algorithms (1985-1989),sorting algorithms (1985-1989),29,1985-1989
30044,expert knowledge (1985-1989),expert knowledge (1985-1989),29,1985-1989
30045,nucleic acids (1985-1989),nucleic acids (1985-1989),29,1985-1989
30046,basee sur (1985-1989),basee sur (1985-1989),29,1985-1989
30047,analytic results (1985-1989),analytic results (1985-1989),29,1985-1989
30048,replicated data (1985-1989),replicated data (1985-1989),29,1985-1989
30049,initial conditions (1985-1989),initial conditions (1985-1989),29,1985-1989
30050,structural properties (1985-1989),structural properties (1985-1989),29,1985-1989
30051,joint space (1985-1989),joint space (1985-1989),29,1985-1989
30052,standard cell (1985-1989),standard cell (1985-1989),29,1985-1989
30053,remote procedure call (1985-1989),remote procedure call (1985-1989),29,1985-1989
30054,decision process (1985-1989),decision process (1985-1989),29,1985-1989
30055,obstacle avoidance (1985-1989),obstacle avoidance (1985-1989),29,1985-1989
30056,image quality (1985-1989),image quality (1985-1989),29,1985-1989
30057,command language (1985-1989),command language (1985-1989),29,1985-1989
30058,building block (1985-1989),building block (1985-1989),29,1985-1989
30059,positive integers (1985-1989),positive integers (1985-1989),29,1985-1989
30060,illustrative examples (1985-1989),illustrative examples (1985-1989),29,1985-1989
30061,trellis codes (1985-1989),trellis codes (1985-1989),29,1985-1989
30062,speech understanding (1990-1994),speech understanding (1990-1994),29,1990-1994
30063,natural deduction (1990-1994),natural deduction (1990-1994),29,1990-1994
30064,portable parallel (1990-1994),portable parallel (1990-1994),29,1990-1994
30065,group decision support (1990-1994),group decision support (1990-1994),29,1990-1994
30066,constraint graph (1990-1994),constraint graph (1990-1994),29,1990-1994
30067,conjugate gradient method (1990-1994),conjugate gradient method (1990-1994),29,1990-1994
30068,temporal relations (1990-1994),temporal relations (1990-1994),29,1990-1994
30069,timing properties (1990-1994),timing properties (1990-1994),29,1990-1994
30070,search spaces (1990-1994),search spaces (1990-1994),29,1990-1994
30071,linear feedback shift registers (1990-1994),linear feedback shift registers (1990-1994),29,1990-1994
30072,computational linguistics (1990-1994),computational linguistics (1990-1994),29,1990-1994
30073,critical section (1990-1994),critical section (1990-1994),29,1990-1994
30074,parallel search (1990-1994),parallel search (1990-1994),29,1990-1994
30075,optimistic concurrency control (1990-1994),optimistic concurrency control (1990-1994),29,1990-1994
30076,verification and validation (1990-1994),verification and validation (1990-1994),29,1990-1994
30077,image generation (1990-1994),image generation (1990-1994),29,1990-1994
30078,noisy channels (1990-1994),noisy channels (1990-1994),29,1990-1994
30079,formal description techniques (1990-1994),formal description techniques (1990-1994),29,1990-1994
30080,number of rounds (1990-1994),number of rounds (1990-1994),29,1990-1994
30081,density function (1990-1994),density function (1990-1994),29,1990-1994
30082,identification problem (1990-1994),identification problem (1990-1994),29,1990-1994
30083,heterogeneous databases (1990-1994),heterogeneous databases (1990-1994),29,1990-1994
30084,protocol processing (1990-1994),protocol processing (1990-1994),29,1990-1994
30085,reusable software (1990-1994),reusable software (1990-1994),29,1990-1994
30086,blind equalization (1990-1994),blind equalization (1990-1994),29,1990-1994
30087,directions of arrival (1990-1994),directions of arrival (1990-1994),29,1990-1994
30088,image databases (1990-1994),image databases (1990-1994),29,1990-1994
30089,weight vector (1990-1994),weight vector (1990-1994),29,1990-1994
30090,covering problem (1990-1994),covering problem (1990-1994),29,1990-1994
30091,noise variance (1990-1994),noise variance (1990-1994),29,1990-1994
30092,packet routing (1990-1994),packet routing (1990-1994),29,1990-1994
30093,critical sections (1990-1994),critical sections (1990-1994),29,1990-1994
30094,mapping problem (1990-1994),mapping problem (1990-1994),29,1990-1994
30095,thermal noise (1990-1994),thermal noise (1990-1994),29,1990-1994
30096,parallel evaluation (1990-1994),parallel evaluation (1990-1994),29,1990-1994
30097,virtual circuits (1990-1994),virtual circuits (1990-1994),29,1990-1994
30098,reusable software components (1990-1994),reusable software components (1990-1994),29,1990-1994
30099,local shape (1990-1994),local shape (1990-1994),29,1990-1994
30100,loss probability (1990-1994),loss probability (1990-1994),29,1990-1994
30101,motion video (1990-1994),motion video (1990-1994),29,1990-1994
30102,service time distributions (1990-1994),service time distributions (1990-1994),29,1990-1994
30103,deflection routing (1990-1994),deflection routing (1990-1994),29,1990-1994
30104,wavelength division multiplexing (1990-1994),wavelength division multiplexing (1990-1994),29,1990-1994
30105,parallel prefix (1990-1994),parallel prefix (1990-1994),29,1990-1994
30106,uniquely determined (1990-1994),uniquely determined (1990-1994),29,1990-1994
30107,covering radius (1990-1994),covering radius (1990-1994),29,1990-1994
30108,feature detection (1990-1994),feature detection (1990-1994),29,1990-1994
30109,sample path (1990-1994),sample path (1990-1994),29,1990-1994
30110,computation times (1990-1994),computation times (1990-1994),29,1990-1994
30111,minimum error (1990-1994),minimum error (1990-1994),29,1990-1994
30112,viterbi decoder (1990-1994),viterbi decoder (1990-1994),29,1990-1994
30113,static cmos (1990-1994),static cmos (1990-1994),29,1990-1994
30114,geometric algorithms (1990-1994),geometric algorithms (1990-1994),29,1990-1994
30115,message sequence charts (1995-1999),message sequence charts (1995-1999),29,1995-1999
30116,embedded control (1995-1999),embedded control (1995-1999),29,1995-1999
30117,par rapport (1995-1999),par rapport (1995-1999),29,1995-1999
30118,closed queueing (1995-1999),closed queueing (1995-1999),29,1995-1999
30119,multiple alignments (1995-1999),multiple alignments (1995-1999),29,1995-1999
30120,arc consistency (1995-1999),arc consistency (1995-1999),29,1995-1999
30121,central path (1995-1999),central path (1995-1999),29,1995-1999
30122,affine invariant (1995-1999),affine invariant (1995-1999),29,1995-1999
30123,normal flow (1995-1999),normal flow (1995-1999),29,1995-1999
30124,exploratory analysis (1995-1999),exploratory analysis (1995-1999),29,1995-1999
30125,multiple classifiers (1995-1999),multiple classifiers (1995-1999),29,1995-1999
30126,quantifier elimination (1995-1999),quantifier elimination (1995-1999),29,1995-1999
30127,error sources (1995-1999),error sources (1995-1999),29,1995-1999
30128,proxy servers (1995-1999),proxy servers (1995-1999),29,1995-1999
30129,cache architecture (1995-1999),cache architecture (1995-1999),29,1995-1999
30130,adaptive threshold (1995-1999),adaptive threshold (1995-1999),29,1995-1999
30131,workload characterization (1995-1999),workload characterization (1995-1999),29,1995-1999
30132,multiple range images (1995-1999),multiple range images (1995-1999),29,1995-1999
30133,default theory (1995-1999),default theory (1995-1999),29,1995-1999
30134,specification techniques (1995-1999),specification techniques (1995-1999),29,1995-1999
30135,constraint handling (1995-1999),constraint handling (1995-1999),29,1995-1999
30136,based retrieval (1995-1999),based retrieval (1995-1999),29,1995-1999
30137,local optimum (1995-1999),local optimum (1995-1999),29,1995-1999
30138,financial markets (1995-1999),financial markets (1995-1999),29,1995-1999
30139,direct volume rendering (1995-1999),direct volume rendering (1995-1999),29,1995-1999
30140,text generation (1995-1999),text generation (1995-1999),29,1995-1999
30141,iscas 89 (1995-1999),iscas 89 (1995-1999),29,1995-1999
30142,shared address space (1995-1999),shared address space (1995-1999),29,1995-1999
30143,asymptotic variance (1995-1999),asymptotic variance (1995-1999),29,1995-1999
30144,disjunctive logic programs (1995-1999),disjunctive logic programs (1995-1999),29,1995-1999
30145,fault isolation (1995-1999),fault isolation (1995-1999),29,1995-1999
30146,networked information (1995-1999),networked information (1995-1999),29,1995-1999
30147,dynamic channel allocation (1995-1999),dynamic channel allocation (1995-1999),29,1995-1999
30148,round trip (1995-1999),round trip (1995-1999),29,1995-1999
30149,supply chain management (1995-1999),supply chain management (1995-1999),29,1995-1999
30150,iterative solver (1995-1999),iterative solver (1995-1999),29,1995-1999
30151,interactive virtual (1995-1999),interactive virtual (1995-1999),29,1995-1999
30152,initial population (1995-1999),initial population (1995-1999),29,1995-1999
30153,parallel adaptive (1995-1999),parallel adaptive (1995-1999),29,1995-1999
30154,search directions (1995-1999),search directions (1995-1999),29,1995-1999
30155,stable set (1995-1999),stable set (1995-1999),29,1995-1999
30156,precedence relations (1995-1999),precedence relations (1995-1999),29,1995-1999
30157,motion recovery (1995-1999),motion recovery (1995-1999),29,1995-1999
30158,focus of expansion (1995-1999),focus of expansion (1995-1999),29,1995-1999
30159,parallel jobs (1995-1999),parallel jobs (1995-1999),29,1995-1999
30160,dynamical properties (1995-1999),dynamical properties (1995-1999),29,1995-1999
30161,desired motion (1995-1999),desired motion (1995-1999),29,1995-1999
30162,forgetting factor (1995-1999),forgetting factor (1995-1999),29,1995-1999
30163,fault free (1995-1999),fault free (1995-1999),29,1995-1999
30164,irregular problems (1995-1999),irregular problems (1995-1999),29,1995-1999
30165,affine projection (1995-1999),affine projection (1995-1999),29,1995-1999
30166,guaranteed quality of service (1995-1999),guaranteed quality of service (1995-1999),29,1995-1999
30167,procedural knowledge (1995-1999),procedural knowledge (1995-1999),29,1995-1999
30168,lexical knowledge (1995-1999),lexical knowledge (1995-1999),29,1995-1999
30169,cellular neural network (1995-1999),cellular neural network (1995-1999),29,1995-1999
30170,priority scheduling (1995-1999),priority scheduling (1995-1999),29,1995-1999
30171,reflection coefficients (1995-1999),reflection coefficients (1995-1999),29,1995-1999
30172,rare events (1995-1999),rare events (1995-1999),29,1995-1999
30173,layout synthesis (1995-1999),layout synthesis (1995-1999),29,1995-1999
30174,formal concept analysis (1995-1999),formal concept analysis (1995-1999),29,1995-1999
30175,temporal sequences (1995-1999),temporal sequences (1995-1999),29,1995-1999
30176,block transform (1995-1999),block transform (1995-1999),29,1995-1999
30177,accurate segmentation (1995-1999),accurate segmentation (1995-1999),29,1995-1999
30178,active networking (1995-1999),active networking (1995-1999),29,1995-1999
30179,message authentication (1995-1999),message authentication (1995-1999),29,1995-1999
30180,refinement step (1995-1999),refinement step (1995-1999),29,1995-1999
30181,causal ordering (1995-1999),causal ordering (1995-1999),29,1995-1999
30182,key frame (1995-1999),key frame (1995-1999),29,1995-1999
30183,traffic pattern (1995-1999),traffic pattern (1995-1999),29,1995-1999
30184,error detecting (1995-1999),error detecting (1995-1999),29,1995-1999
30185,affine transform (1995-1999),affine transform (1995-1999),29,1995-1999
30186,signal separation (1995-1999),signal separation (1995-1999),29,1995-1999
30187,knapsack problems (1995-1999),knapsack problems (1995-1999),29,1995-1999
30188,multiscale image (1995-1999),multiscale image (1995-1999),29,1995-1999
30189,matrix computations (1995-1999),matrix computations (1995-1999),29,1995-1999
30190,spatial relationship (1995-1999),spatial relationship (1995-1999),29,1995-1999
30191,legged robot (1995-1999),legged robot (1995-1999),29,1995-1999
30192,exponentially stable (1995-1999),exponentially stable (1995-1999),29,1995-1999
30193,fuzzy relation (1995-1999),fuzzy relation (1995-1999),29,1995-1999
30194,subject reduction (1995-1999),subject reduction (1995-1999),29,1995-1999
30195,direct solution (1995-1999),direct solution (1995-1999),29,1995-1999
30196,computational chemistry (1995-1999),computational chemistry (1995-1999),29,1995-1999
30197,timing error (1995-1999),timing error (1995-1999),29,1995-1999
30198,queuing network (1995-1999),queuing network (1995-1999),29,1995-1999
30199,spatial smoothing (1995-1999),spatial smoothing (1995-1999),29,1995-1999
30200,separation of concerns (1995-1999),separation of concerns (1995-1999),29,1995-1999
